127.0.0.1 - - [26/Jul/2023:10:20:40 +0900] "GET / HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [26/Jul/2023:14:41:39 +0900] "GET /Goit/resources/main/main4.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jul/2023:14:41:39 +0900] "GET /Goit/resources/main/main6.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jul/2023:14:41:39 +0900] "GET /Goit/resources/main/main7.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jul/2023:14:41:39 +0900] "GET /Goit/resources/main/main9.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jul/2023:14:41:39 +0900] "GET /Goit/resources/main/main8.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jul/2023:14:41:41 +0900] "GET /Goit/myPage HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [26/Jul/2023:14:42:38 +0900] "GET /Goit/mainPage HTTP/1.1" 200 1532
0:0:0:0:0:0:0:1 - - [26/Jul/2023:14:42:39 +0900] "GET /Goit/resources/main/main4.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jul/2023:14:42:39 +0900] "GET /Goit/resources/main/main6.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jul/2023:14:42:39 +0900] "GET /Goit/resources/main/main2.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jul/2023:14:42:39 +0900] "GET /Goit/resources/main/main1.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jul/2023:14:42:39 +0900] "GET /Goit/resources/main/main5.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jul/2023:14:42:39 +0900] "GET /Goit/resources/main/main3.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jul/2023:14:42:39 +0900] "GET /Goit/resources/main/main9.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jul/2023:14:42:39 +0900] "GET /Goit/resources/main/main7.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jul/2023:14:42:39 +0900] "GET /Goit/resources/main/main8.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jul/2023:14:42:39 +0900] "GET /Goit/signInPage HTTP/1.1" 200 2170
0:0:0:0:0:0:0:1 - - [26/Jul/2023:14:42:47 +0900] "POST /Goit/signIn HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [26/Jul/2023:14:42:48 +0900] "GET /Goit/mainPage HTTP/1.1" 200 1545
0:0:0:0:0:0:0:1 - - [26/Jul/2023:14:42:50 +0900] "GET /Goit/myPage HTTP/1.1" 200 890
0:0:0:0:0:0:0:1 - - [26/Jul/2023:14:55:11 +0900] "GET /Goit/myPage HTTP/1.1" 200 890
0:0:0:0:0:0:0:1 - - [26/Jul/2023:14:56:39 +0900] "GET /Goit/memberInfo HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [26/Jul/2023:14:56:47 +0900] "GET /Goit/myPage HTTP/1.1" 200 883
0:0:0:0:0:0:0:1 - - [26/Jul/2023:14:56:47 +0900] "GET /Goit/signInPage HTTP/1.1" 200 2170
0:0:0:0:0:0:0:1 - - [26/Jul/2023:14:57:01 +0900] "POST /Goit/signIn HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [26/Jul/2023:14:57:02 +0900] "GET /Goit/mainPage HTTP/1.1" 200 1545
0:0:0:0:0:0:0:1 - - [26/Jul/2023:14:57:02 +0900] "GET /Goit/resources/main/main4.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jul/2023:14:57:02 +0900] "GET /Goit/resources/main/main5.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jul/2023:14:57:02 +0900] "GET /Goit/resources/main/main2.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jul/2023:14:57:02 +0900] "GET /Goit/resources/main/main3.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jul/2023:14:57:02 +0900] "GET /Goit/resources/main/main6.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jul/2023:14:57:02 +0900] "GET /Goit/resources/main/main1.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jul/2023:14:57:02 +0900] "GET /Goit/resources/main/main7.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jul/2023:14:57:02 +0900] "GET /Goit/resources/main/main8.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jul/2023:14:57:02 +0900] "GET /Goit/resources/main/main9.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jul/2023:14:57:04 +0900] "GET /Goit/myPage HTTP/1.1" 200 894
0:0:0:0:0:0:0:1 - - [26/Jul/2023:14:57:06 +0900] "GET /Goit/memberInfoPage HTTP/1.1" 200 1545
0:0:0:0:0:0:0:1 - - [26/Jul/2023:15:54:23 +0900] "GET /Goit/signOut HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [26/Jul/2023:15:54:23 +0900] "GET /Goit/mainPage HTTP/1.1" 200 1532
0:0:0:0:0:0:0:1 - - [26/Jul/2023:15:54:23 +0900] "GET /Goit/resources/main/main1.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jul/2023:15:54:23 +0900] "GET /Goit/resources/main/main2.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jul/2023:15:54:23 +0900] "GET /Goit/resources/main/main3.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jul/2023:15:54:23 +0900] "GET /Goit/resources/main/main6.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jul/2023:15:54:23 +0900] "GET /Goit/resources/main/main4.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jul/2023:15:54:23 +0900] "GET /Goit/resources/main/main9.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jul/2023:15:54:23 +0900] "GET /Goit/resources/main/main8.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jul/2023:15:54:23 +0900] "GET /Goit/resources/main/main7.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jul/2023:15:54:23 +0900] "GET /Goit/resources/main/main5.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jul/2023:15:54:24 +0900] "GET /Goit/signInPage HTTP/1.1" 200 2170
0:0:0:0:0:0:0:1 - - [26/Jul/2023:15:54:33 +0900] "POST /Goit/signIn HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [26/Jul/2023:15:54:35 +0900] "GET /Goit/mainPage HTTP/1.1" 200 1545
0:0:0:0:0:0:0:1 - - [26/Jul/2023:16:02:42 +0900] "GET /Goit/myPage HTTP/1.1" 200 894
0:0:0:0:0:0:0:1 - - [26/Jul/2023:16:03:01 +0900] "GET /Goit/memberInfoPage HTTP/1.1" 200 3382
0:0:0:0:0:0:0:1 - - [26/Jul/2023:16:31:03 +0900] "GET /Goit/memberInfoPage HTTP/1.1" 500 10020
0:0:0:0:0:0:0:1 - - [26/Jul/2023:16:31:10 +0900] "GET /Goit/myPage HTTP/1.1" 200 883
0:0:0:0:0:0:0:1 - - [26/Jul/2023:16:31:12 +0900] "GET /Goit/signInPage HTTP/1.1" 200 2170
0:0:0:0:0:0:0:1 - - [26/Jul/2023:16:31:21 +0900] "POST /Goit/signIn HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [26/Jul/2023:16:31:23 +0900] "GET /Goit/mainPage HTTP/1.1" 200 1545
0:0:0:0:0:0:0:1 - - [26/Jul/2023:16:31:23 +0900] "GET /Goit/resources/main/main1.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jul/2023:16:31:23 +0900] "GET /Goit/resources/main/main2.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jul/2023:16:31:23 +0900] "GET /Goit/resources/main/main5.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jul/2023:16:31:23 +0900] "GET /Goit/resources/main/main4.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jul/2023:16:31:23 +0900] "GET /Goit/resources/main/main3.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jul/2023:16:31:23 +0900] "GET /Goit/resources/main/main7.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jul/2023:16:31:23 +0900] "GET /Goit/resources/main/main6.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jul/2023:16:31:23 +0900] "GET /Goit/resources/main/main8.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jul/2023:16:31:23 +0900] "GET /Goit/resources/main/main9.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jul/2023:16:31:24 +0900] "GET /Goit/myPage HTTP/1.1" 200 894
0:0:0:0:0:0:0:1 - - [26/Jul/2023:16:31:26 +0900] "GET /Goit/memberInfoPage HTTP/1.1" 500 10020
0:0:0:0:0:0:0:1 - - [26/Jul/2023:16:35:35 +0900] "GET /Goit/myPage HTTP/1.1" 200 903
0:0:0:0:0:0:0:1 - - [26/Jul/2023:16:35:37 +0900] "GET /Goit/memberInfoPage?id=test3 HTTP/1.1" 200 3382
0:0:0:0:0:0:0:1 - - [26/Jul/2023:18:08:36 +0900] "GET /Goit/signOut HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [26/Jul/2023:18:08:36 +0900] "GET /Goit/mainPage HTTP/1.1" 200 1532
0:0:0:0:0:0:0:1 - - [26/Jul/2023:18:08:37 +0900] "GET /Goit/resources/main/main2.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jul/2023:18:08:37 +0900] "GET /Goit/resources/main/main1.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jul/2023:18:08:37 +0900] "GET /Goit/resources/main/main6.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jul/2023:18:08:37 +0900] "GET /Goit/resources/main/main5.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jul/2023:18:08:37 +0900] "GET /Goit/resources/main/main3.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jul/2023:18:08:37 +0900] "GET /Goit/resources/main/main4.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jul/2023:18:08:37 +0900] "GET /Goit/resources/main/main7.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jul/2023:18:08:37 +0900] "GET /Goit/resources/main/main8.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jul/2023:18:08:37 +0900] "GET /Goit/resources/main/main9.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jul/2023:18:08:39 +0900] "GET /Goit/signInPage HTTP/1.1" 200 2170
0:0:0:0:0:0:0:1 - - [26/Jul/2023:18:08:52 +0900] "POST /Goit/signIn HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [26/Jul/2023:18:08:54 +0900] "GET /Goit/mainPage HTTP/1.1" 200 1545
0:0:0:0:0:0:0:1 - - [26/Jul/2023:18:08:56 +0900] "GET /Goit/myPage HTTP/1.1" 200 903
0:0:0:0:0:0:0:1 - - [26/Jul/2023:18:08:59 +0900] "GET /Goit/memberInfoPage?id=test3 HTTP/1.1" 405 801
0:0:0:0:0:0:0:1 - - [26/Jul/2023:18:16:46 +0900] "GET /Goit/myPage HTTP/1.1" 200 1401
0:0:0:0:0:0:0:1 - - [26/Jul/2023:18:16:52 +0900] "GET /Goit/signInPage HTTP/1.1" 200 2170
0:0:0:0:0:0:0:1 - - [26/Jul/2023:18:17:01 +0900] "POST /Goit/signIn HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [26/Jul/2023:18:17:02 +0900] "GET /Goit/mainPage HTTP/1.1" 200 1545
0:0:0:0:0:0:0:1 - - [26/Jul/2023:18:17:03 +0900] "GET /Goit/myPage HTTP/1.1" 200 1417
0:0:0:0:0:0:0:1 - - [26/Jul/2023:18:17:05 +0900] "GET /Goit/memberInfoPage HTTP/1.1" 500 10024
0:0:0:0:0:0:0:1 - - [26/Jul/2023:18:17:26 +0900] "GET /Goit/memberInfoPage HTTP/1.1" 500 10024
0:0:0:0:0:0:0:1 - - [26/Jul/2023:18:17:45 +0900] "GET /Goit/myPage HTTP/1.1" 200 1430
0:0:0:0:0:0:0:1 - - [26/Jul/2023:18:17:55 +0900] "GET /Goit/myPage HTTP/1.1" 200 1430
0:0:0:0:0:0:0:1 - - [26/Jul/2023:18:18:02 +0900] "GET /Goit/myPage HTTP/1.1" 200 1430
0:0:0:0:0:0:0:1 - - [26/Jul/2023:18:18:05 +0900] "GET /Goit/memberInfoPage HTTP/1.1" 500 10024
0:0:0:0:0:0:0:1 - - [26/Jul/2023:18:20:02 +0900] "GET /Goit/myPage HTTP/1.1" 200 1414
0:0:0:0:0:0:0:1 - - [26/Jul/2023:18:20:03 +0900] "GET /Goit/signInPage HTTP/1.1" 200 2170
0:0:0:0:0:0:0:1 - - [26/Jul/2023:18:20:09 +0900] "POST /Goit/signIn HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [26/Jul/2023:18:20:10 +0900] "GET /Goit/mainPage HTTP/1.1" 200 1545
0:0:0:0:0:0:0:1 - - [26/Jul/2023:18:20:12 +0900] "GET /Goit/myPage HTTP/1.1" 200 1430
0:0:0:0:0:0:0:1 - - [26/Jul/2023:18:20:16 +0900] "GET /Goit/memberInfoPage HTTP/1.1" 500 10024
